ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001479365-20-000005	YES	101	0001479365	Kineta, Inc.	219 TERRY AVE. N.	SUITE 300	SEATTLE	WA	WASHINGTON	98109-5208	2063780400	WASHINGTON							Corporation		overFiveYears	
0001104659-20-121957	YES	101	0001426506	SMG Industries Inc.	710 N. POST OAK ROAD	SUITE 400	HOUSTON	TX	TEXAS	77024	7138213153	DELAWARE	SMG Indium Resources LTD.			SMG Indium Resources Ltd.	Specialty Metals Group Indium Corp.		Corporation		overFiveYears	
0001479365-20-000007	YES	101	0001479365	Kineta, Inc.	219 TERRY AVE. N.	SUITE 300	SEATTLE	WA	WASHINGTON	98109-5208	2063780400	WASHINGTON							Corporation		overFiveYears	
0001455750-20-000004	YES	101	0001455750	CellTech Metals Inc.	1720 QUEENSWAY		SEARCY	AR	ARKANSAS	72143	(858) 414-5373	DELAWARE							Corporation		overFiveYears	
0001828392-20-000001	YES	101	0001828392	BBH Capital Partners VI-A, L.P.	140 BROADWAY		NEW YORK	NY	NEW YORK	10005	212-483-1818	DELAWARE							Limited Partnership		withinFiveYears	2020
0001829587-20-000002	YES	101	0001335827	Triad Semiconductor Inc	1760 Jonestown Road	SUITE D	WINSTON SALEM	NC	NORTH CAROLINA	27103	3367742150	FLORIDA							Corporation		overFiveYears	
0001717604-20-000002	YES	101	0001717604	RxActuator, Inc.	2100 N. WILMOT ROAD, SUITE 310		TUCSON	AZ	ARIZONA	85712	5208296453	DELAWARE							Corporation		withinFiveYears	2017
0001831250-20-000001	YES	101	0001831250	POLLIE, INC.	2360 CHESTNUT STREET	103	SAN FRANCISCO	CA	CALIFORNIA	94123	847-772-7702	DELAWARE							Corporation		withinFiveYears	2020
0001831280-20-000001	YES	101	0001831280	SOUTHLAND REI GROUP - COX LLC	2541 GENEVA CT		TROPHY CLUB	TX	TEXAS	76262	817-300-8451	TEXAS							Limited Liability Company		withinFiveYears	2020
0001078782-20-000817	YES	101	0001829516	EASY MOVES HOLDINGS LLC	535 S HERCULES AVE #201B		CLEARWATER	FL	FLORIDA	33764	813-733-7683	FLORIDA							Limited Liability Company		withinFiveYears	2018
0001831517-20-000001	YES	101	0001831517	EG Holdings I, LP	7315 WISCONSIN AVENUE, SUITE 400 WEST		BETHESDA	MD	MARYLAND	20814	323-405-9898 EXT 102	DELAWARE							Limited Partnership		withinFiveYears	2020
0001717604-20-000003	YES	101	0001717604	RxActuator, Inc.	2100 N. WILMOT ROAD, SUITE 310		TUCSON	AZ	ARIZONA	85712	5208296453	DELAWARE							Corporation		withinFiveYears	2017
0001829830-20-000002	YES	101	0001829830	Wharf Hospitality Group 2, LLC	1216 GILMER AVENUE		TALLASSEE	AL	ALABAMA	36078	8052520294	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001829756-20-000001	YES	101	0001829756	JSOV I TB LLC	11 EAST 26TH STREET	SUITE 1900	NEW YORK	NY	NEW YORK	10010	212-271-5526	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001791045-20-000001	YES	101	0001791045	Branford Castle Fund II, L.P.	150 EAST 58TH STREET	37TH FLOOR	NEW YORK	NY	NEW YORK	10155	212-317-2004	DELAWARE				Branford Castle Associates II, L.P.			Limited Partnership		withinFiveYears	2019
0001723192-20-000001	YES	101	0001723192	Fuller Endowment Fund, Ltd.	385 E. COLORADO BLVD.,SUITE 250		PASADENA	CA	CALIFORNIA	91101	626-765-8450	CAYMAN ISLANDS	Fuller Multi-Strategy Fund CI, Ltd.						Other	Cayman Exempted Company	overFiveYears	
0001830492-20-000002	YES	101	0001830492	WI Harper Fund IX LP	50 CALIFORNIA STREET, SUITE 2580		SAN FRANCISCO	CA	CALIFORNIA	94111	(415) 397-6200	CAYMAN ISLANDS				WI Harper IX LP			Limited Partnership		withinFiveYears	2019
0001831541-20-000002	YES	101	0001831541	FL Fund I, a series of AngelList-GP-Funds-I, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831495-20-000001	YES	101	0001831495	Caffeinated Capital Divvy SPV II, LLC	2655 BRODERICK STREET		SAN FRANCISCO	CA	CALIFORNIA	94123	303-570-9714	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831544-20-000001	YES	101	0001831544	Citronelle Square Apartments, LLLP	6135 GRAND BAY WILMER ROAD SOUTH		GRAND BAY	AL	ALABAMA	36541	251-599-8146	ALABAMA							Other	Limited Liability Limited Partnership	withinFiveYears	2020
0001831467-20-000002	YES	101	0001831467	JU Fund I, a series of AngelList-GP-Funds-I, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831469-20-000002	YES	101	0001831469	OV Fund I, a series of Awesome People Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001393725-20-000136	YES	101	0001830780	Highclere International Investors Special Situations Fund	8 WRIGHT STREET	SUITE 107	WESTPORT	CT	CONNECTICUT	06880	203-682-4591	DELAWARE							Business Trust		withinFiveYears	2020
0001747584-20-000007	YES	101	0001747584	Raise Green, Inc.	444 SOMERVILLE AVE.		SOMERVILLE	MA	MASSACHUSETTS	02143	8315882191	DELAWARE							Corporation		withinFiveYears	2018
0001831468-20-000002	YES	101	0001831468	LO Fund II, a series of Reinforced Ventures, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831050-20-000002	YES	101	0001831050	NALA Systems, Inc.	202 COLFAX DR		CHAPEL HILL	NC	NORTH CAROLINA	27516	(540) 230-5606	NORTH CAROLINA							Corporation		withinFiveYears	2018
0001642247-20-000077	YES	101	0001079282	Rivulet Media, Inc.	1206 EAST WARNER ROAD, SUITE 101-I		GILBERT	AZ	ARIZONA	85296	480-225-4052	DELAWARE				Bio-Matrix Scientific Group, Inc.	TASCO HOLDINGS INTERNATIONAL, INC.	TASCO INTERNATIONAL INC	Corporation		overFiveYears	
0001831452-20-000002	YES	101	0001831452	TRU Fund I, a series of Hack VC, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831440-20-000001	YES	101	0001831440	Brundage Mountain Holdings LLC	3890 GOOSELAKE ROAD		MCCALL	ID	IDAHO	83638	208-870-5371	IDAHO							Limited Liability Company		withinFiveYears	2020
0001831450-20-000002	YES	101	0001831450	EM Fund I, a series of AirAngels Investor Syndicate, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831448-20-000002	YES	101	0001831448	STR Fund I, a series of Polymath Capital Partners, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831438-20-000001	YES	101	0001831438	Pikesville Self Storage, LLC	1340 SMITH AVENUE, SUITE 200	C/O PETER GARVER	BALTIMORE	MD	MARYLAND	21209	(410) 528-1131	MARYLAND							Limited Liability Company		withinFiveYears	2020
0001767848-20-000002	YES	101	0001767848	SOS Group, Inc.	85 SEAPORT BOULEVARD, #627		BOSTON	MA	MASSACHUSETTS	02210	617-230-1380	DELAWARE				SOS Group LLC			Corporation		withinFiveYears	2018
0001831257-20-000001	YES	101	0001831257	VP Milton Investors, LLC	3424 PEACHTREE STREET	SUITE 1780	ATLANTA	GA	GEORGIA	30326	678-473-0262	GEORGIA							Limited Liability Company		withinFiveYears	2020
0001831449-20-000002	YES	101	0001831449	OS Fund II, a series of JakeG Capital, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001831451-20-000002	YES	101	0001831451	KA Fund I, a series of Sajid Rahman Angel Funds, LP	411 1st Ave S	Ste 505	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2020
0001828038-20-000001	YES	101	0001828038	Cendana Nano, L.P.	505 HOWARD STREET, SUITE 201		SAN FRANCISCO	CA	CALIFORNIA	94105	650-346-2914	DELAWARE							Limited Partnership		withinFiveYears	2020
0001567619-20-018755	YES	101	0001617711	CIEP Coinvestment B, LP	C/O THE CARLYLE GROUP, SUITE 220 SOUTH	1001 PENNSYLVANIA AVENUE, N.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5438	ONTARIO, CANADA							Limited Partnership		overFiveYears	
0001567619-20-018753	YES	101	0001587979	CIEP Co-Investment, L.P.	c/o The Carlyle Group, Suite 220 South	1001 Pennsylvania Avenue, N.W.	Washington	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5438	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001567619-20-018751	YES	101	0001656563	CGP Coinvestment, L.P.	C/O THE CARLYLE GROUP, SUITE 220 SOUTH	1001 PENNSYLVANIA AVENUE, N.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5438	ONTARIO, CANADA							Limited Partnership		overFiveYears	
0001829830-20-000001	YES	101	0001829830	Wharf Hospitality Group 2, LLC	1216 GILMER AVENUE		TALLASSEE	AL	ALABAMA	36078	8052520294	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001567619-20-018750	YES	101	0001656543	CEMOF II Coinvestment, L.P.	C/O THE CARLYLE GROUP, SUITE 220 SOUTH	1001 PENNSYLVANIA AVENUE, N.W.	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	(202) 729-5438	DELAWARE							Limited Partnership		overFiveYears	
0001830989-20-000001	YES	101	0001830989	Arkay IV LP	6 St Johns Lane	7TH FLOOR	New York	NY	NEW YORK	10013	914-296-4146	DELAWARE							Limited Partnership		withinFiveYears	2020
0001746727-20-000001	YES	101	0001746727	ColdQuanta, Inc.	3030 STERLING CIRCLE		BOULDER	CO	COLORADO	80301	(303) 440-1284	DELAWARE							Corporation		withinFiveYears	2018
0001683168-20-003723	YES	101	0001829408	Kandui Holdings, LLC	210 62ND STREET		NEWPORT BEACH	CA	CALIFORNIA	92663	949-402-1841	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831301-20-000001	YES	101	0001831301	GPWM Qualified Opportunity Zone Fund III, LLC	339 W. STATE ST.	SUITE 201	EAGLE	ID	IDAHO	83616	208-938-5557	IDAHO							Limited Liability Company		withinFiveYears	2020
0001824523-20-000001	YES	101	0001824523	Mid-Michigan Portfolio 7 LLC	796 ASHLAND AVENUE		ATLANTA	GA	GEORGIA	30307	616-308-5125	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831437-20-000001	YES	101	0001831437	Union Lake PL Partners LLC	1196 LAKESIDE DRIVE		BIRMINGHAM	MI	MICHIGAN	48009	248-939-3877	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831252-20-000001	YES	101	0001831252	CK Opportunities Offshore Fund, LP	1140 Avenue of the Americas		New York	NY	NEW YORK	10036	212-356-2900	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2020
0001831260-20-000001	YES	101	0001831260	CK Opportunities Domestic Fund, LP	1140 Avenue of the Americas		New York	NY	NEW YORK	10036	212-356-2900	DELAWARE							Limited Partnership		withinFiveYears	2020
0001831447-20-000001	YES	101	0001751072	EJF OpZone Fund I LP	2107 WILSON BOULEVARD	SUITE 410	ARLINGTON	VA	VIRGINIA	22201	703-875-0591	DELAWARE	EJF OpZone 2018 Fund LP						Limited Partnership		withinFiveYears	2018
0001831294-20-000001	YES	101	0001831294	Woodspear Ladera, LLC	5821 SOUTH 152ND STREET		TUKWILA	WA	WASHINGTON	98188	3037923456	WASHINGTON							Limited Liability Company		withinFiveYears	2020
0001812462-20-000002	YES	101	0001812462	SUMAC JUPITER ESG SUSTAINABLE REAL ESTATE FUND LLC	3701 N RAVENSWOOD AVE	SUITE 202	CHICAGO	IL	ILLINOIS	60613	773-716-3677	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831075-20-000001	YES	101	0001831075	EOS Real Estate Partners III-B, L.P.	65 EAST 55TH STREET		NEW YORK	NY	NEW YORK	10022	(212) 630-5028	DELAWARE							Limited Partnership		withinFiveYears	2020
0001493152-20-020582	YES	101	0001831434	Pequod Rising, LLC	724 RAYMOND AVE		LONG BEACH	CA	CALIFORNIA	90804	(310) 383-7070	CALIFORNIA							Limited Liability Company		withinFiveYears	2018
0001435079-20-000003	YES	101	0001435079	NHIT: CORE FIXED INCOME TRUST	ONE FINANCIAL CENTER		BOSTON	MA	MASSACHUSETTS	02111	800-343-2029	NEW HAMPSHIRE				LOOMIS SAYLES CORE FIXED INCOME TRUST	LOOMIS SAYLES CORE TRUST		Business Trust		overFiveYears	
0001830985-20-000001	YES	101	0001830985	Emerald Necklace Fund, LP	1395 Kelton Avenue	Unit 103	Los Angeles	CA	CALIFORNIA	90024	508-330-2757	DELAWARE							Limited Partnership		withinFiveYears	2019
0001831389-20-000001	YES	101	0001831389	McCarthy Merchant Capital LLC	30 WALL STREET	8TH FLOOR	NEW YORK	NY	NEW YORK	10005	717-822-2784	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001830535-20-000001	YES	101	0001830535	Sustainable Advantage Group, L.P.	2875 SOUTH OCEAN BOULEVARD	SUITE 200	PALM BEACH	FL	FLORIDA	33480	708-846-9950	DELAWARE							Limited Partnership		withinFiveYears	2019
0001446933-20-000009	YES	101	0001831229	Beluga Technology, Inc.	555 BRYANT STREET	SUITE 357	PALO ALTO	CA	CALIFORNIA	94301	(650) 924-1650	DELAWARE							Corporation		withinFiveYears	2019
0000919574-20-006691	YES	101	0001830096	FACT Global Long Short Offshore Fund Ltd.	1270 AVENUE OF AMERICAS, 7TH FLOOR		NEW YORK	NY	NEW YORK	10020	914-809-0187	CAYMAN ISLANDS							Other	Exempted Company	withinFiveYears	2020
0001831053-20-000001	YES	101	0001831053	AV Lab, Inc.	6450 LUSK BLVD, SUITE E208		SAN DIEGO	CA	CALIFORNIA	92121	619-210-2370	DELAWARE							Corporation		withinFiveYears	2017
0001806922-20-000002	YES	101	0001806922	NexPoint IQHQ Co-Invest I, LLC	200 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(972) 628-4100	DELAWARE	NexPoint Life Science Co-Invest I, LLC						Limited Liability Company		withinFiveYears	2020
0001806922-20-000002	NO	102	0001806918	NexPoint IQHQ Co-Invest I (QP), LLC	200 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(972) 628-4100	DELAWARE	NexPoint Life Science Co-Invest I (QP), LLC						Limited Liability Company		withinFiveYears	2020
0001806922-20-000002	NO	103	0001806917	NexPoint IQHQ Co-Invest II, LLC	200 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(972) 628-4100	DELAWARE	NexPoint Life Science Co-Invest II, LLC						Limited Liability Company		withinFiveYears	2020
0001806922-20-000002	NO	104	0001806916	NexPoint IQHQ Co-Invest II (QP), LLC	200 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(972) 628-4100	DELAWARE	NexPoint Life Science Co-Invest II (QP), LLC						Limited Liability Company		withinFiveYears	2020
0001830131-20-000001	YES	101	0001830131	AVGSF - Offsight 2020	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02110	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001563268-20-000001	YES	101	0001563268	Glenhaven Global II LP	1800 BERING DR.	SUITE 945	HOUSTON	TX	TEXAS	77057	713-965-6215	DELAWARE							Limited Partnership		overFiveYears	
0001830840-20-000002	YES	101	0001830840	Gen 1 Capital I, LLC	965 W CHICAGO AVE		CHICAGO	IL	ILLINOIS	60642	(312) 725-9456	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001746726-20-000008	YES	101	0001746726	Virion Therapeutics, LLC	7 CREEK BEND COURT		NEWARK	DE	DELAWARE	19711	800-841-9303	DELAWARE							Limited Liability Company		withinFiveYears	2018
0001830815-20-000002	YES	101	0001830815	Wynkoop Talley Opportunity Zone LLC	5460 S QUEBEC STREET SUITE 110		GREENWOOD VILLAGE	CO	COLORADO	80111	3034597204	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001831303-20-000001	YES	101	0001831303	Jabberwock Ventures Ltd	110-B, FAIZ AHMED FAIZ ROAD	KOT LAKHPAT INDUSTRIAL ESTATE	LAHORE	R0	PAKISTAN	54770	92-300-845-7343	VIRGIN ISLANDS, BRITISH							Corporation		withinFiveYears	2019
0001831334-20-000001	YES	101	0001831334	LSC-King City, DST	555 EAST LANCASTER AVE	SUITE 620	RADNOR	PA	PENNSYLVANIA	19087	855-434-2233	DELAWARE							Business Trust		withinFiveYears	2020
0001757682-20-000001	YES	101	0001757682	Orthogonal Global Fund, LP	333 E. 49TH STREET	NO. 1L	NEW YORK	NY	NEW YORK	10017	847-508-8270	DELAWARE							Limited Partnership		withinFiveYears	2018
0001619968-20-000001	YES	101	0001619968	Levitate Technologies, Inc.	9540 WAPLES STREET	SUITE F	SAN DIEGO	CA	CALIFORNIA	92121	(858) 692-0643	CALIFORNIA							Corporation		overFiveYears	
0000897069-20-000435	YES	101	0001830938	Oxcart Partners, LLC	16 BASH PLACE		HOUSTON	TX	TEXAS	77027	281-685-3491	TEXAS							Limited Liability Company		withinFiveYears	2020
0001821451-20-000003	YES	101	0001821451	Oversight Investment Holdings, L.P.	250 MIDDLEFIELD ROAD		MENLO PARK	CA	CALIFORNIA	94025	(650) 614-8200	DELAWARE							Limited Partnership		withinFiveYears	2020
0001831374-20-000001	YES	101	0001831374	TFC Ankeny Oil, LLC	6770 SOUTH 900 EAST SUITE 102		MIDVALE	UT	UTAH	84047	801-278-1160	UTAH							Limited Liability Company		withinFiveYears	2020
0001829760-20-000001	YES	101	0001829760	Sanvia Capital Onshore Fund One, LP	1688 MERIDIAN AVENUE	7TH FLOOR	MIAMI BEACH	FL	FLORIDA	33139	(305) 741-2334	DELAWARE							Limited Partnership		withinFiveYears	2019
0001264806-20-000001	YES	101	0001264806	SEA LTD	7001 BUFFALO PARKWAY		COLUMBUS	OH	OHIO	43229	6148884160	OHIO							Limited Liability Company		overFiveYears	
0001831396-20-000001	YES	101	0001831396	ACG SIESTA LLC	111 Siesta Lane		Balcones Heights	TX	TEXAS	78201	2142784438	TEXAS							Limited Liability Company		withinFiveYears	2020
0001830815-20-000001	YES	101	0001830815	Wynkoop Talley Opportunity Zone LLC	5460 S QUEBEC STREET SUITE 110		GREENWOOD VILLAGE	CO	COLORADO	80111	3034597204	DELAWARE							Limited Partnership		withinFiveYears	2020
0001818450-20-000004	YES	101	0001818450	AEI Net Lease Portfolio 14 DST	30 E 7TH STREET	SUITE 1300	ST. PAUL	MN	MINNESOTA	55101	651-227-7333	DELAWARE							Other	Statutory Trust	withinFiveYears	2019
0001831112-20-000001	YES	101	0001831112	Rialto Relative Value Credit Fund, LP	200 S. BISCAYNE BLVD., SUITE 3550		MIAMI	FL	FLORIDA	33131	305-485-2077	DELAWARE							Limited Partnership		withinFiveYears	2020
0001830346-20-000001	YES	101	0001830346	LMRE Fund I LLC	152 OLD GATE LANE		MILFORD	CT	CONNECTICUT	06460	516-524-1328	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001821899-20-000004	YES	101	0001821899	Funl Technologies, Inc.	12223 SE 80TH WAY		NEWCASTLE	WA	WASHINGTON	98056	920-251-9122	DELAWARE							Corporation		withinFiveYears	2020
0001792676-20-000001	YES	101	0001792676	Hopkins Mendoza LLC	910 E CAROL STREET		MERIDIAN	ID	IDAHO	83646	2084675467	IDAHO							Limited Liability Company		withinFiveYears	2019
0001727002-20-000003	YES	101	0001727002	Alleviant Medical, Inc.	7801 N LAMAR BLVD	SUITE D-106	AUSTIN	TX	TEXAS	78752	857-776-2154	DELAWARE							Corporation		withinFiveYears	2017
0001831356-20-000001	YES	101	0001831356	Polycarbin, Inc.	6105 SPIRIT ST., APT 527		PITTSBURGH	PA	PENNSYLVANIA	15206	410-703-4707	DELAWARE							Corporation		withinFiveYears	2020
0001831344-20-000001	YES	101	0001831344	Blackfin F&F Westover, LLC	C/O BLACKFIN REAL ESTATE INVESTORS, LLC	3330 N. WASHINGTON BLVD, SUITE 200	ARLINGTON	VA	VIRGINIA	22201	703-778-7642	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001830691-20-000001	YES	101	0001830691	BusBot Inc	C/O AXLE, 205 HUDSON STREET, FL 7		NEW YORK	NY	NEW YORK	10013	703-463-7221	DELAWARE							Corporation		withinFiveYears	2017
0001747807-20-000002	YES	101	0001747807	Kicks Industries, Inc.	621 KALAMATH ST.	APT. 105	DENVER	CO	COLORADO	80204	303-818-2938	DELAWARE				Golfkicks LLC			Corporation		withinFiveYears	2020
0001830965-20-000001	YES	101	0001830965	HedgeHog Health Inc.	918 FORESTDALE RD		ROYAL OAK	MI	MICHIGAN	48067	248-495-7244	DELAWARE							Corporation		withinFiveYears	2020
0001721999-20-000002	YES	101	0001721999	Kippington Capital Fund, LP	1234 West Huron Street	Suite 1	CHICAGO	IL	ILLINOIS	60642	8476482667	DELAWARE							Limited Partnership		withinFiveYears	2017
0000919574-20-006687	YES	101	0001792022	PGIM Fixed Income Alternatives Fund, L.P., Global Macro (U.S.) Series	655 BROAD STREET, 8TH FLOOR		NEWARK	NJ	NEW JERSEY	07102	800-225-1852	DELAWARE							Other	a series of a Series Limited Partnereship	withinFiveYears	2019
0001730493-20-000001	YES	101	0001730493	IntraBio Inc	270 DEVON ROAD		TENAFLY	NJ	NEW JERSEY	07670	(877) 386-7402	DELAWARE							Corporation		withinFiveYears	2015
0001764335-20-000002	YES	101	0001764335	OpBox Ltd	93 Lincoln Street		South Portland	ME	MAINE	04106	(207) 841-5595	MAINE							Corporation		withinFiveYears	2018
0000919574-20-006685	YES	101	0001822148	MAC Alpha Capital Global Offshore Fund, Ltd.	89 NEXUS WAY, CAMANA BAY		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	914-482-3553	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2020
0000943663-20-000250	YES	101	0001757954	Maxim Income Opportunity Fund II, L.P.	660 MADISON AVENUE	SUITE 1700	NEW YORK	NY	NEW YORK	10065	212.300.2542	DELAWARE							Limited Partnership		withinFiveYears	2018
0001795515-20-000001	YES	101	0001795515	Salad Technologies, Inc.	268 MAIN STREET		PARK CITY	UT	UTAH	84060	415-530-7441	DELAWARE							Corporation		withinFiveYears	2018
0001831188-20-000001	YES	101	0001831188	X17 Investment Partners, LP	C/O X17 INVESTMENTS, LLC	10877 WILSHIRE BLVD., SUITE 1406	LOS ANGELES	CA	CALIFORNIA	90024	(925) 768-1414	DELAWARE							Limited Partnership		withinFiveYears	2020
0001085037-20-000082	YES	101	0001831330	IZOTROPIC Corp	800-15355 24 AVENUE		SURREY	A1	BRITISH COLUMBIA, CANADA	V4A 2H9	604-542-9458	CANADA (FEDERAL LEVEL)							Corporation		withinFiveYears	2016
0001013594-20-000813	YES	101	0001831179	Clear Haven Investment Fund, LP - CH Receivables SPV Series	370 LEXINGTON AVE, ST 707		NEW YORK	NY	NEW YORK	10017	970-819-4256	DELAWARE							Limited Partnership		withinFiveYears	2020
0001013594-20-000812	YES	101	0001831176	CH Receivables SPV Series Master Fund, LLC	370 LEXINGTON AVE, ST 707		NEW YORK	NY	NEW YORK	10017	970-819-4256	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001069346-20-000003	YES	101	0001310558	United States Life Insurance Co in the City of New York	175 WATER STREET		NEW YORK	NY	NEW YORK	10038	1-310-772-6505	NEW YORK							Corporation		overFiveYears	
0001831300-20-000001	YES	101	0001831300	Apible, Inc.	548 MARKET STREET	PMB 26464	SAN FRANCISCO	CA	CALIFORNIA	94104	7076414731	DELAWARE							Corporation		withinFiveYears	2020
0001183740-20-000240	YES	101	0000800523	GGL RESOURCES CORP.	SUITE 1016 - 510 WEST HASTINGS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6B 1L8	604-688-0546	BRITISH COLUMBIA, CANADA	GERLE GOLD LTD /FI	GGL DIAMOND CORP /FI		GGL RESOURCES CORP /FI	GERLE GOLD LTD                                          /FI	GGL DIAMOND CORP                                        /FI	Corporation		overFiveYears	
